text,label,source,prob_positive
đúng với mô_tả hơi nhỏ so vs ảnh nhưng đẹp h d b d hdnd b d n d n d,0,train,
công_dụng_son đặt hộ,0,train,
sao,0,train,
âm_thanh tốt nhưng nắp hơi lõng với chất_lượng vở là nhựa xu,0,train,
mình m nặng_kí mặc áo qua mông,0,train,
"cách tiếp_cận khác nhau để đo và phân_chia bầu_trời hiện đang được sử_dụng bởi các hệ_thống chiêm_tinh khác nha u , mặc_dù truyền_thống về tên và biểu_tượng của đai hoàng_đạo vẫn nhất_quán",0,train,
áo hơi rộng so vs mong_chờ,0,train,
tạm đc,0,train,
váy bình thư in g k đẹp cho lắm nhưng tiền_nào_của_nấy thôi ạ,0,train,
nên mua nhưng_mà mỗi_tội con gấu nó kiểu bị lồi lên chứ ko giống còn gấu trong ảnh mấy,0,train,
t cy r x r xy y r xy ri d x r r xy ky x tu k d r y k d k r y xy,0,train,
nói_chung là tuy ệ,0,train,
chất_liệu r,0,train,
đúng với mô tản hưng hình con gấu hơi lạ,0,train,
"cưng lắm luôn màu đẹp mà do sa le nên thấy rẻ , nhưng_mà giao thiếu mất dây nên hơi thấy thất_vọng",0,train,
độ bền màu ko biết,0,train,
màu như hình,0,train,
đúng với mô tảk,0,train,
chất_liệu tạm ổn,0,train,
dễ bị rách cũng được,0,train,
hành cx đc ổn nhưng ko như mong_đợi lắm,0,train,
đúng với mô_tả b t h,0,train,
"bền , chắc_chắn , giao hàng nhanh hình_ảnh trên chỉ mang tính_chất nhận xu",0,train,
"video và hình_ảnh chỉ để lấy x u , hàng cũng uki nha mọi người , mùi hơi nồng xíu",0,train,
chất_liệu nhựa dẻo,0,train,
mong shop chú_ý nhé,0,train,
dép có đánh_giá để được xu hay gì thì cũng phải_biết cách đánh_giá,0,train,
chất_lượng sản_phẩm tối,0,train,
ht tp s tran s lat e,0,train,
nói_chung là nên mua nha a hình_ảnh chi mang tính_chất minh_hoạ,0,train,
i a ai xn k in coi an a cd n s x sn s,0,train,
_son khá ok i e lên màu ổn khô m khô môi á d g l lo o y c b m ky e x,0,train,
dép đẹp mùi hơi hôi chút,0,train,
đúng với mô_tả khum,0,train,
k d k d k d,0,train,
k x k k x x,0,train,
hơi cu một ti mà tam được hy_vọng lần sau tốt hơn lần trước cam om,0,train,
công_dụng trang_điểm,0,train,
chun sóp tặng kèm mí cái bé xíu xìu xiu cut e ahh,0,train,
mang ok nhưng đặt lầy hàng về trên ảnh có hình về ko có,0,train,
lúc nhận hàng thì hình hơi méo nma hong xao vì nó chỉnh đc,0,train,
"xinh h vcl , thề",0,train,
chất_liệu thun cotton,0,train,
chất_liệu ch x đem về,0,train,
đúng với mô_tả h s k s d h,0,train,
màu_sắc đỏ đô,0,train,
phần nhỏ k,0,train,
"de dang ky , soan dk gui",0,train,
mở được tắt hong được,0,train,
dây sạt ngắn quá ko biết gắn dây sạt dài vào có bị sao ko nữa,0,train,
công_dụng_son đi học,0,train,
mang em chan lắm ne,0,train,
mua với giá k nên cg không đòi hòi hơn,0,train,
"đóng_gói không kỉ , trầy sướt nhưng không đáng ngại",0,train,
"chất_lượng ok , đúng mô_tả , gia_công chưa cứng_cáp cho lắm , hơi lỏng lẹo và dễ hỏng",0,train,
"giao hàng n h anh , áo đẹp nhưng mỏng lắm ạ , mặc vô bị lộ áo trong nma có_thể mặc áo_ba_lỗ ở trong nhé mn",0,train,
sr mn vì mình k có ảnh,0,train,
yep,0,train,
lười chụp nên up tạm mấy ảnh kím xu nha a,0,train,
"chất_liệu cot ton , nỉ",0,train,
giao lộn mẫu nhưng đẹp,0,train,
lớp nha_khoa có thấu_hiểu những thông_tin và sự_nghiệp công,0,train,
tạm,0,train,
đúng với mô_tả đúng nhưng hơi méo,0,train,
d k d d m d,0,train,
chất_liệu vải cotton,0,train,
"đóng_gói cẩn_thận , giao n h anh , hàng đẹp nhưng cs vết xước nhỏ_xíu",0,train,
mặc hơi chật và vải mỏng nma là hàng k săn dịp sa le nên ko trông_mong cho lắm,0,train,
okk mẹ tao nói_chuyện với em có đi ko o r ge t that e ha ve a e thin gs to do ith,0,train,
lu ác nhận hàng tưởng nhỏ ai_ngờ lúc lắp ô to thấy bà để gần hết cái bàn mình luôn,0,train,
"vải quá mỏng , nhưng mặc ổn , tạm chấp_nhận , hình_ảnh mang tc nhận xu",0,train,
loa nhỏ gọn_nhẹ nhàng có đèn led theo nhạc,0,train,
hàng oki lắm nha shop mà em k bt chỗ bật đèn mong shop rep,0,train,
tai nghe bị trầy vài vết,0,train,
sản_phẩm giống hình nhưng bên tai gần như bị rới ra,0,train,
"dép rất đẹp nè , mà shop giao nhầm sie cho mik rùi hi cc đặt hành là mà shop giao video chỉ mang tính_chất nhận xu",0,train,
màu_sắc trắng be,0,train,
ô_kê phết,0,train,
chất_liệu xốp nhẹ,0,train,
sp tốt gia hơp ly nhưng_mà hơi rông,0,train,
màu hồng có sạc,0,train,
săn sa le nên giá rẻ,0,train,
chất_liệu dép,0,train,
đăng lấy xu thoi chứ hàng giá này cũng ok tại đơn đầu có k,0,train,
giày vừa nhưng phần mũi hơi kích sẽ mua nếu có dịp sai,0,train,
có điểm trừ là tai nghe bị dính bẩn tuy ko nhiều,0,train,
tuy_nhiên hoi móp chút do vận_chuyển,0,train,
đúng với mô_tả đúng r,0,train,
săn sa le k,0,train,
màu_sắc e,0,train,
sài tốt nhưng hơi đau tai,0,train,
chất_liệu g h,0,train,
"sản_phẩm nhỏ gọn , âm_thanh cũng ổn chứ ko được to lắm",0,train,
đúng với mô tảo ki,0,train,
mỗi_tội thiếu dây ack cắm kết_nối máy_tính,0,train,
nói_chung cũng ổn,0,train,
sản_phẩm đẹp nhưng hơi mỏng hình_ảnh mang tính_chất minh_hoạ,0,train,
với,0,train,
chất_liệu cung duoc,0,train,
chất_liệu dù,0,train,
hàng i hình,0,train,
"khương phỉ sau khi chết , vì được đến sống lại linh thạch , trói định nguyên phối nghịch tập hệ_thống , thành_danh xứng với thực thợ_săn tiền thưởng , xuyên đến các thế_giới công lược cố_chấp cuồng",0,train,
màu sắc đen t rắn v,0,train,
hàng ổn v ha at s lượng mà rẻ bth ở đây bán k quận như_vầy,0,train,
hàng thì một bên dùng đc bên ko dùng đc,0,train,
chất_lượng sản_phẩm on,0,train,
độ bền màu k b,0,train,
"bé sẽ được tẩy giun trước khi đón về , còn tiêm phòng nếu chủ mới yêu_cầu thì em mới tiêm ạ",0,train,
độ bền màu ko bền mấy đâu,0,train,
anh shipper ui tính,0,train,
c cũng đệp,0,train,
he i e eo e bi r g h h,0,train,
chất_liệu nhận hàng hộ,0,train,
s g cx h v g t c v g c k v h c v h v n ch v c t x ra x b s,0,train,
màu_sắc đúng với sp,0,train,
g ch h,0,train,
all mai ae có việc gì báo nghiệm_thu trong ngày_mai dồn lúc luôn nhé,0,train,
chất_liệu v,0,train,
áo pac ke r xanh rêu thì nhỏ hơn áo ro l l s ka te vàng,0,train,
công_dụng đánh_son,0,train,
k d k d m d m d,0,train,
hàng tốt_đẹp dùng tốt hình_ảnh và video mang tính_chất nhận xu,0,train,
m dài qua mông đúng ý mình,0,train,
chất_liệu cho sao,0,train,
chỉ,0,train,
vas,0,train,
đẹp nha mn mỗi_tội kê lên ns s s á kiểu hơi thô,0,train,
mua về chống rét bh thành chống nắng,0,train,
được,0,train,
chất thì được nhưng hơi ngắn nói_chung chỉ người ốm mặc được thôi,0,train,
nhận hàng hay chưa nhận kệ người,0,train,
"sản_phẩm giống mô_tả , nhưng hơi nhỏ , chưa được chắc_chắn , cầm nhẹ_tay , phần tăng giảm âm_thanh được thiết_kế dạng lăn bánh x e , chứ không phải nút b ấm , giá sa le thì cũng được nhưng với giá bán bình_thường thì mắc nha",0,train,
màu_sắc n đúng,0,train,
hàng giao k giống mẫu,0,train,
"màu sắchồng , đen",0,train,
"lần trước mua thấy ưng lần này mua lại nhưng k bằng , nhìn thoáng qua thì giống nhưng mũi giày lần này bị dẹp quá , quai thì bên vừa bên rộng",0,train,
n n đ k d d,0,train,
ụ m ke e i h s ha_ha as sii suu su s k s km mn en nen en,0,train,
t ố t,0,train,
chất_liệu vai r gi as ko bi e et s d duoc,0,train,
đúng với mô_tả chuẩn màu,0,train,
chất_lượng sản_phẩm tạm,0,train,
đúng với mô_tả li ke,0,train,
"tuy nhin mình ăn thì vẫn trôi ka k a , nhưng để lại lớp base nâu trên môi nè",0,train,
ty yd u d h đ,0,train,
giao áo nhanh mà sau áo logo bị dính,0,train,
chất_liệu tạm đc,0,train,
sn bs k,0,train,
công_dụng r g g b t g có_thể làm ra,0,train,
"hàng khá đẹp , buồn nỗi là_hơi mỏng",0,train,
đúng với mô_tả đúng g,0,train,
hàng cũng được nhưng trên ảnh đôi màu trắng đế trắng mà về đôi trắng đế đen có vết xưỡc nhẹ,0,train,
tai nghe cut e lắm có đèn nữa,0,train,
công_dụng để bôi nha,0,train,
đúng với mô_tả chắc vậy,0,train,
độ bền màu k bề n lam s,0,train,
bs s t t q o q ka man q p ya bs sy s gs,0,train,
k x k x x,0,train,
chất_lượng sản_phẩm cx ổn loa to còn pin k bt,0,train,
chủ_nhật bql bận,0,train,
chất_liệu ổn hơi mỏng,0,train,
"sản_phẩm đẹp , giống hình , giao hàng nhanh hình_ảnh chỉ mang tính_chất nhận xu",0,train,
đúng với mô_tả đúng với mô ta,0,train,
đúng với mô_tả u h hum,0,train,
b b n m,0,train,
lúc đầu thấy,0,train,
hình_ảnh có tính_chất nhận xu ok mam s sb sb s sb s sn sn sn b,0,train,
mỗi_tội hơi nặng_tai,0,train,
"tai nghe mèo khá nhỏ , giá rẻ , nghe tạm ổn kết_nối không mạnh , pin dc lâu",0,train,
"mình rất ưng sản_phẩm đẹp đóng_gói hàng chắc_chắn nhưng giao hơi l â u , hình_ảnh chỉ mang tính_chất nhận xu nó",0,train,
"mua giúp em nên cũng hông rõ , nhưng_mà giao hơi l â u , vải rờ thấy hơi mỏng",0,train,
ko nhận đc hàng mà đã bảo giao hành thành_công,0,train,
chỗ to rồi còn một đoạn nhỏ nữa,0,train,
đúng với mô_tả đúng cm n l,0,train,
"sản_phẩm dùng đc , tạm ổn",0,train,
đúng với mô_tả đúng mô_tả nha nhưng mờ hơi mỏng nhó,0,train,
màu_sắc da,0,train,
dép hơi cứng và thô nhưng bn nào chân nhỏ mang sẽ đẹp,0,train,
dép bánh_mì thì số sie có_vẻ hơi nhỏ hơn so với thực_tế nên chọn to hơn nhất số đi mới vừa chứ chọn đúng số chân thì bị chật xíu nha,0,train,
nói_chung với giá này thì uc i la,0,train,
đúng với mô_tả vải mỏng thoáng_khí,0,train,
giao hàng lâu nhưng dịch không_trách được,0,train,
đúng với mô_tả rộng eo,0,train,
đúng với mô_tả hơi nhạt so với ảnh,0,train,
với giá tiền thì cx đc,0,train,
đúng với mô tản o,0,train,
đánh_giá để nhận xu thôi ạ,0,train,
h,0,train,
"nhóm mình bạn nào thích mèo không ạ , em muốn tìm chủ mới cho các em mèo",0,train,
chất_liệu gió à,0,train,
đúng với mô tảy hình,0,train,
ncl duyệt,0,train,
màu_sắc k k,0,train,
màu_sắc mm s mam s m k s k,0,train,
tai nghe chưa test nên chưa bt,0,train,
chắc sẽ chọn sie m lần sau phòng béo lên ka ka,0,train,
chất_liệu trơn,0,train,
nói_chung là ổn với số tiền bỏ ra,0,train,
công_dụng_son lên môi nha,0,train,
chất_liệu mềm sơ_sơ,0,train,
hii,0,train,
mình lp chụp nên lấy hình_ảnh khác đại ă ha_ha,0,train,
o thắc_mắc xíu là cắm dây đỏ vô tai nghe và mn thì sẽ k sáng đèn u,0,train,
đúng với mô_tả hình_dáng thôi,0,train,
shop nên cho thêm chống sốc vì hàng này rơi là k sử_dụng được,0,train,
chất_lượng sản_phẩm gỗ,0,train,
"áo cũng đc có lúc không đc , bây_giờ cảm_giác nó nhức nhức cái đầu òi ko biết có bị gì ko nữa nhiều khi tối nay chết hổng chừng",0,train,
giao hàng sai màu và k có cáp chuyển_đổi nhưng_mà săn sa le nên cx ok,0,train,
đúng với mô_tả đúng với hình shop sho,0,train,
màu_sắc trắng gấu đen,0,train,
vs lại nó cao hơn mét rưỡi tí nên mặc sie này hơi rộng than k s s,0,train,
chất_liệu vải dì không biết,0,train,
thôi kệ đi,0,train,
sp phù_hợp với giá tiền à mà mk nghĩ bn nào nặng tầm kg trở lên mặc sẽ k đẹp tại vì rom nó k đc rộng cho lắm,0,train,
nhớ coi hướng_dẫn,0,train,
cũng được nhưng khá mỏng thô hong đẹp cho lắm hợp với giá tiền ok,0,train,
chất_liệu gì hông biết,0,train,
đúng với mô_tả hơi mỏng thôi,0,train,
chất_liệu mũ,0,train,
giao hàng nhanh áo k quá mỏng cx k quá dày nói_chung là cx đc nha mn,0,train,
săn giá lỗi k tưởng shop ko gửi hàng nhma shop uy_tín vãi,0,train,
"áo tạm ổn , vải thấy hơi mỏng , nchung là tạm ổn",0,train,
công_nhận mỏng thật mọi người mua hàng cân_nhắc nhất là màu trắng thì xuyên thấu luôn kk,0,train,
đúng với mô_tả h k có hình con gấu,0,train,
mình chưa bt cách xài nên ch biết nó như nào,0,train,
đúng với mô_tả hình in hơi lỗi chút nhưng có_thể chấp_nhận được,0,train,
dép mua về đi đúng ngày sn rách mum im ok,0,train,
chất_liệu áo_khoác,0,train,
hãy chìa_khoá để_ý đến bài cuối_cùng của t có_thể là hôm_nay giảm chỉ còn lại là một trong những ngày mới hết,0,train,
ấy,0,train,
"k lần_lượt là , và , k mol",0,train,
"rộng eo , chất mỏng nhưng mk mua vs qua k thì k đòi_hỏi nhiều",0,train,
nhích len sie thi vừa,0,train,
"shop giao hàng đúng mà u , đúng mẫu , chất_liệu vải ok e , mặc vừa ng đối_với kg",0,train,
d h d n c,0,train,
màu_sắc trắng_tinh khôi,0,train,
"tạm ổn , nhưng_mà mua rẻ nên không đẹp giống ảnh cho lắm",0,train,
giao nhanh nhu mot con gió,0,train,
mình không ở nhà anh shipper để ở ngoài hiên cho lun n,0,train,
hg h hu v c g h h v v h h b g gi v g b h h v b g g,0,train,
màu_sắc trang den,0,train,
sản_phẩm của mình chưa đủ để t sag năm a ấy đi du_lịch,0,train,
hg s v d sb g da b br a v g d s s h h v da s x v h h d s cc br a vo o,0,train,
mơ ngũ_vị,0,train,
"k là , k mol",0,train,
anh ơi anh có mún cho chị nhá em có đi dc ạ ạ à mà anh không có tiền k cho chị nhá chị trang ơi chị có đi làm gì thế_thì,0,train,
xem taro t mọi vấn_đề chỉ từ k,0,train,
h si s sii s si si si siu g gs i si s si e i e e i e i eu e i e i e i,0,train,
mik săn được k thi k quá tr,0,train,
đúng với mô_tả y e s s,0,train,
xin vĩnh_biệt cụ,0,train,
đúng với mô_tả đ k,0,train,
eo rộng nhưng voi qs giá k thì kh đòi_hỏi gì thêm,0,train,
"vải hơi mỏng , nhma vậy cũng đáng với giá tiền rùi ạ",0,train,
đúng với mô_tả khá giống,0,train,
"gói hàng kỹ và đẹp , những tay nghe không rõ bên nghe lớn bên nghe nhỏ ko nghe hãy lắm",0,train,
đúng với mô tảo ke,0,train,
đúng với mô_tả b t hg,0,train,
đúng với mô_tả sao,0,train,
thu r ku k r h ku me g n s m ru hn e y n sa g ke y eke um y ky ag n gs ag y s m,0,train,
có_điều chưa đủ pin nên chưa sử_dụng được,0,train,
chất_liệu kh biết,0,train,
mình săn đc k,0,train,
qc soan xn gui de nhan,0,train,
abc xy,0,train,
như hình có móp một_chút ở góc thanh gỗ nhưng chắc do vận_chuyển,0,train,
sản_phẩm giống hình đóng_gói cẩn t hạn như mg mà sao lết nối đt mình thì chỉ nghe đc bên còn đt khác vẫn nghe đc bên,0,train,
oc e e,0,train,
đặt giao nói_chung cũng được,0,train,
đúng với mô_tả ho g g,0,train,
chất_liệu va ri,0,train,
cũn ok,0,train,
nhưng đứng xa ngửi thì cũng oke,0,train,
to_nhỏ được nút nguồn và bật_tắt đèn được,0,train,
"khá giống vs mô_tả , mik mặc vào ai cx chê nhìn già vl , mik mua vs giá k nên cx ko đòi_hỏi , shop vẫn giao là shop vẫn uy_tín r",0,train,
nhiệt phản_ứng của sự đồng phân_hoá,0,train,
kkk,0,train,
chất_liệu chơn,0,train,
đặt,0,train,
k còn hình để chup,0,train,
video and hình_ảnh mang tính_chất upp lên để nhận xuu,0,train,
